crop_type,rainfall_mm,avg_temp_c,fertilizer_kg_ha,pesticide_kg_ha,soil_pH,humidity_percent,days_to_harvest,previous_yield,plant_density_index,yield_tons_ha
Maize,267.2251563851428,37.04039099694994,41.928448452504874,1.2132023578304711,7.4106863058570305,45.758195595226276,117,5.597840864413797,58.19323047335573,10.90075101215447
Maize,143.9180629704316,29.612494888269758,157.9538277315101,0.906588081544948,7.348484113956106,60.89057914507501,123,5.400004722500988,123.6567232658566,12.0
Rice,124.21731864007019,35.844798772970684,150.57477646628183,5.941085255116152,5.56068744621905,53.15257570059686,130,5.925009871951594,63.71248236717766,12.0
Rice,212.26866469859826,31.06444025809085,177.42501822354618,1.1079467290820237,5.027243895941385,43.55005397526951,176,3.846497099646921,73.96783431703557,12.0
Maize,132.09530697127025,16.96394577309318,165.55898987402944,5.873397361690925,7.635435660536409,67.11021943596575,164,2.7585573629301683,107.45575256273928,12.0
Maize,207.55218708228605,33.51411808148775,156.28645418568667,2.372185283079375,5.372288582348353,84.4592849920438,105,6.564845248586463,73.33101372507309,12.0
Maize,202.45795137467363,17.372711031683657,28.411903649760504,7.082847205227046,5.288222003874999,73.77999340870625,189,7.104682295784092,194.55307489349767,12.0
Wheat,190.8597318371147,29.85206951424281,36.706459119698884,6.598624912728606,5.009454258919572,52.484019399025556,115,3.5420373933345934,192.01846650877386,12.0
Wheat,145.10492605819942,32.56600514645572,111.03731108865965,7.683726631064574,6.514104640849245,68.67923034768945,148,4.4425517369481184,100.41644693309057,12.0
Wheat,187.1249304128692,16.66319020527138,105.03667940509133,7.128215115935239,6.761423653152851,87.16171416734844,176,4.991415301781331,145.96215680565194,12.0
Rice,199.1213687463554,20.769866348163294,93.27411431832567,7.499970643372604,7.231824161520067,76.14575264614678,80,5.199961056517618,130.06299808906792,12.0
Wheat,186.42172212386836,37.89180580654124,83.48629206633348,6.9405679738498085,6.03622344249405,74.4736949703382,132,5.956941026525911,172.33804707736527,12.0
Rice,161.1048631878004,30.40786230582241,88.99367757829262,5.700364254611415,7.48648650735373,88.40790831137582,85,2.249619400131928,144.11684147254132,12.0
Rice,53.66676426156595,21.15715047026329,111.08766946156723,1.7769436409407697,5.5926615009242955,79.94366555920124,116,6.328862496404102,50.037868173584314,12.0
Wheat,196.76542692528773,32.26699427870017,20.332242816012993,2.537806391405697,7.911965185886215,46.831177154937606,81,2.371826041876462,164.4761578414608,10.874209396638499
Wheat,92.1110962856799,29.91941049904224,61.71340386125635,2.0954522459770484,7.001469151116559,57.38175434881007,196,4.809731406037207,162.0272181944177,12.0
Wheat,210.6439922367974,27.53939249794871,102.92475531019377,5.026893407436542,7.043614381802169,88.2570350368843,148,6.966026813415165,126.45840583497215,12.0
Maize,239.8360819807165,39.4046743747021,135.5545757877834,4.27714953480201,5.734213948226879,64.4852697098999,169,4.707291879670377,185.43784598495807,12.0
Wheat,175.11132728268535,32.086344435187726,47.86507078326341,7.003099978688177,5.259380622551359,45.581872266059264,120,2.8945384926094864,186.26693085356024,12.0
Maize,185.5909162449346,24.386027741697816,107.50098780598927,7.645046498743068,6.6265368107823495,62.93024398361709,130,7.910203070035758,128.58675150565958,12.0
Rice,287.8696399164978,35.0018358019217,134.31354942172507,3.5364491721360825,7.154641831728256,74.84966170354004,196,7.3357127724455795,141.19823467948066,12.0
Maize,261.7918403431436,37.114582323029694,91.14042526622475,4.2976291496060925,5.3326626053159,89.87741108406206,126,6.627881799350084,199.47831078870084,12.0
Wheat,278.5591289878675,18.130513987920786,24.332981387208168,7.786372676031044,8.326870660848584,56.19526582816009,92,4.469069617395262,94.82303522171263,11.770992855073525
Rice,253.44157207989662,20.01382444613166,91.88290535450187,2.571792062173577,8.431450260814824,65.70434374396369,155,3.1030743613357865,98.69258634672161,12.0
Rice,77.22958546168286,20.405675228194493,67.4311820390645,6.442930815191103,6.909098433873722,83.9840352324897,148,7.6484670885110075,77.41608539952446,12.0
Rice,87.24796399254868,32.28029523466351,168.74393723221255,2.189299267514347,8.325242043456921,57.76336090286668,145,5.194106759102834,184.3800408736802,12.0
Maize,181.6559493172399,30.075988876332083,39.93814170853238,5.6109508656895395,5.628058331532985,45.46307782954286,138,7.11413276232491,161.67325849238995,11.557286966662055
